etnia,sexo,escuela,edad,DEP1,DEP2,DEP3,DEP4,DEP5,DEP6,DEP7,DEP8,GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,MSPSS1,MSPSS2,MSPSS3,MSPSS4,MSPSS5,MSPSS6,MSPSS7,MSPSS8,MSPSS9,MSPSS10,MSPSS11,MSPSS12,DEP_Total,GAD_Total,MSPSS_Total
Minoritaria,Hombre,Publica municipal,15,3,0,0,1,2,0,0,2,1,0,3,3,0,0,2,6,6,6,2,6,4,4,6,2,6,4,4,8,9,4.66666666666667
Minoritaria,Hombre,Publica municipal,16,3,3,3,3,3,3,3,3,3,3,3,0,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,24,17,6
Minoritaria,Hombre,Publica municipal,17,1,0,0,1,2,0,2,0,0,2,1,1,2,1,3,2,4,6,5,5,5,3,6,6,5,6,4,6,10,4.75
Predominante,Mujer,Publica municipal,18,1,1,3,2,2,3,1,2,1,3,1,1,2,3,2,4,6,7,3,4,4,2,2,3,5,4,4,15,13,4
Minoritaria,Hombre,Publica municipal,16,1,0,1,1,3,1,2,3,0,0,0,0,0,0,1,6,4,6,4,6,2,2,6,2,4,6,2,12,1,4.16666666666667
Minoritaria,Hombre,Publica municipal,16,1,0,0,3,1,0,1,1,2,1,1,1,0,3,2,6,5,6,6,6,6,2,5,6,6,5,6,7,10,5.41666666666667
Minoritaria,Hombre,Publica municipal,18,2,1,0,2,0,1,0,0,0,3,2,2,1,3,2,7,6,6,7,4,2,6,6,5,5,5,3,6,13,5.16666666666667
Minoritaria,Hombre,Publica municipal,16,0,2,1,2,0,1,0,0,0,0,1,0,0,0,1,6,5,7,7,5,6,5,7,5,7,7,5,6,2,6
Minoritaria,Mujer,Publica municipal,15,0,0,1,0,1,1,0,0,0,2,1,0,0,0,1,4,2,7,1,1,1,1,1,1,4,7,1,3,4,2.58333333333333
Minoritaria,Hombre,Publica municipal,18,0,3,0,3,3,3,0,0,3,3,3,1,0,1,3,1,7,7,7,7,3,7,7,7,7,7,1,12,14,5.66666666666667
Minoritaria,Hombre,Publica municipal,14,1,2,0,0,1,2,3,0,0,1,1,1,1,0,0,4,7,7,4,6,7,5,7,7,3,7,5,9,4,5.75
Minoritaria,Hombre,Publica municipal,15,1,1,0,1,1,0,1,1,1,2,3,0,3,3,1,7,7,7,7,7,1,1,7,7,7,7,7,6,13,6
Minoritaria,Hombre,Publica municipal,15,1,1,1,1,0,1,2,0,0,1,1,0,1,1,1,6,6,6,6,6,5,3,6,5,6,6,3,7,5,5.33333333333333
Minoritaria,Hombre,Publica municipal,14,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,4,2,1,3,3,4,2,2.16666666666667
Minoritaria,Hombre,Publica municipal,14,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,6,6,6,6,7,6,6,7,6,4,7,4,4,2,5.91666666666667
Minoritaria,Hombre,Publica municipal,16,1,3,0,2,0,0,3,1,2,3,2,3,2,0,3,7,7,6,5,7,7,6,1,7,5,5,7,10,15,5.83333333333333
Minoritaria,Hombre,Publica municipal,17,1,0,1,2,1,3,1,3,1,1,2,3,2,3,2,7,7,1,1,7,7,7,1,7,7,2,7,12,14,5.08333333333333
Minoritaria,Hombre,Publica municipal,17,0,3,2,2,0,1,2,0,0,3,3,0,1,2,0,7,7,7,3,6,5,4,5,7,7,1,1,10,9,5
Minoritaria,Hombre,Publica municipal,15,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,6,1.08333333333333
Minoritaria,Hombre,Publica municipal,16,3,0,0,0,0,3,0,3,0,0,0,0,0,3,0,5,6,6,6,6,6,6,6,6,3,6,6,9,3,5.66666666666667
Minoritaria,Hombre,Publica municipal,15,0,0,0,0,3,1,0,0,0,0,1,0,0,1,2,5,5,5,6,6,3,5,7,4,3,1,5,4,4,4.58333333333333
Minoritaria,Hombre,Publica municipal,15,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,6,6,7,6,4,4,5,7,4,6,7,4,4,3,5.5
Minoritaria,Hombre,Publica municipal,15,2,0,0,1,0,0,1,0,0,0,2,0,0,1,0,6,6,7,6,5,4,2,5,2,7,6,2,4,3,4.83333333333333
Minoritaria,Hombre,Publica municipal,16,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,6,6,4,5,6,2,6,6,6,6,7,7,5,0,5.58333333333333
Minoritaria,Hombre,Publica municipal,16,2,3,1,2,3,1,2,1,2,1,2,3,1,0,3,5,7,7,5,3,4,6,1,5,6,7,1,15,12,4.75
Minoritaria,Hombre,Publica municipal,18,0,3,0,0,0,1,1,0,2,3,0,0,0,0,3,7,7,7,7,7,7,1,7,7,7,7,4,5,8,6.25
Minoritaria,Mujer,Publica municipal,15,1,3,1,1,1,1,1,1,1,3,1,0,2,1,3,6,6,6,6,6,6,6,6,6,6,6,6,10,11,6
Minoritaria,Mujer,Publica municipal,15,0,0,0,1,1,1,0,0,1,0,1,0,1,1,3,7,1,6,6,6,6,2,1,1,1,2,1,3,7,3.33333333333333
Minoritaria,Mujer,Publica municipal,20.5,0,1,1,2,0,1,0,0,0,0,0,0,0,1,1,6,6,6,6,6,5,1,1,3,3,1,3,5,2,3.91666666666667
Minoritaria,Mujer,Publica municipal,16,3,0,0,0,1,1,0,0,1,3,0,2,2,0,2,6,3,7,7,6,6,6,7,3,5,6,5,5,10,5.58333333333333
Minoritaria,Mujer,Publica municipal,15,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,7,6,7,6,6,6,6,7,6,7,7,6,3,2,6.41666666666667
Minoritaria,Mujer,Publica municipal,16,0,2,3,2,1,3,0,0,2,3,3,2,0,3,3,6,7,7,6,3,5,6,7,6,7,7,6,11,16,6.08333333333333
Minoritaria,Mujer,Publica municipal,14,3,3,2,1,1,1,2,2,3,3,3,1,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,15,19,3.25
Predominante,Mujer,Publica municipal,15,3,0,0,1,0,0,2,3,0,0,0,0,0,0,0,4,4,6,6,6,6,4,4,6,6,6,6,9,0,5.33333333333333
Minoritaria,Mujer,Publica municipal,15,3,2,0,2,0,2,2,2,2,0,3,2,2,3,0,6,6,6,6,6,5,6,6,6,6,6,6,13,12,5.91666666666667
Minoritaria,Mujer,Publica municipal,16,1,0,0,3,0,0,2,0,0,0,2,1,1,0,0,6,7,7,7,7,7,1,7,7,7,7,7,6,4,6.41666666666667
Minoritaria,Mujer,Publica municipal,14,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,6,6,6,6,6,4,4,5,4,4,5,4,4,2,5
Minoritaria,Mujer,Publica municipal,13,0,1,2,0,0,3,2,0,0,0,2,0,0,1,0,6,5,5,6,6,5,5,7,5,7,7,3,8,3,5.58333333333333
Minoritaria,Mujer,Publica municipal,14,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,1,6,6,6,6,1,4,0,5.16666666666667
Minoritaria,Mujer,Publica municipal,15,1,1,2,1,0,1,1,0,0,0,1,1,0,1,0,7,7,6,6,6,3,5,5,6,6,6,5,7,3,5.66666666666667
Minoritaria,Hombre,Publica municipal,16,1,0,1,0,0,0,1,2,0,0,2,0,0,3,0,7,6,7,6,4,6,6,7,6,7,7,6,5,5,6.25
Minoritaria,Hombre,Publica municipal,14,3,1,1,0,0,1,1,1,0,0,2,3,1,1,0,6,6,6,6,6,6,2,6,6,6,6,6,8,7,5.66666666666667
Predominante,Hombre,Publica municipal,14,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,6,6,7,7,7,6,6,7,6,6,6,6,3,1,6.33333333333333
Minoritaria,Hombre,Publica municipal,16,2,2,0,0,2,1,1,0,1,0,0,1,0,0,1,6,6,5,6,5,5,5,4,6,4,6,5,8,3,5.25
Minoritaria,Hombre,Publica municipal,15,3,1,2,0,0,0,3,1,1,1,1,0,0,3,1,2,7,7,3,6,6,6,2,7,7,4,6,10,7,5.25
Minoritaria,Hombre,Publica municipal,16,2,2,0,2,0,0,1,3,0,2,3,2,3,2,0,6,6,5,6,5,1,1,6,1,7,6,1,10,12,4.25
Minoritaria,Hombre,Publica municipal,14,3,1,3,2,0,1,3,1,1,2,3,2,0,3,0,7,5,7,5,7,1,1,6,5,7,6,2,14,11,4.91666666666667
Minoritaria,Hombre,Publica municipal,15,0,0,3,1,0,0,0,0,0,3,1,1,1,0,0,4,6,7,7,7,4,4,1,7,5,7,1,4,6,5
Minoritaria,Hombre,Publica municipal,16,2,1,0,3,2,3,2,1,2,1,1,0,3,2,3,5,3,5,3,5,3,3,5,3,6,3,5,14,12,4.08333333333333
Minoritaria,Hombre,Publica municipal,15,1,1,1,2,0,1,0,1,1,1,2,0,0,0,2,5,7,6,6,7,6,4,1,7,7,7,2,7,6,5.41666666666667
Minoritaria,Hombre,Publica municipal,17,0,2,0,2,0,2,1,0,0,0,2,0,0,2,0,4,5,6,5,4,6,5,2,6,5,3,5,7,4,4.66666666666667
Minoritaria,Hombre,Publica municipal,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,6,6,6,6,6,6,6,6,6,6,5,1,1,5.91666666666667
Predominante,Hombre,Publica municipal,16,1,0,0,0,0,1,2,0,0,1,1,1,1,0,1,7,7,7,7,7,5,6,1,2,3,6,3,4,5,5.08333333333333
Minoritaria,Hombre,Publica municipal,17,0,0,0,0,0,3,0,0,0,3,3,1,0,3,0,7,7,7,7,4,6,7,7,7,1,6,6,3,10,6
Predominante,Mujer,Publica municipal,15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,6,6,6,6,6,2,6,6,2,6,2,1,1,5
Minoritaria,Mujer,Publica municipal,16,1,2,2,1,0,1,1,0,1,1,1,0,1,1,1,6,6,6,7,6,6,6,6,6,6,6,6,8,6,6.08333333333333
Minoritaria,Hombre,Publica municipal,16,1,1,0,1,0,0,1,0,0,1,1,1,2,0,0,6,6,6,6,5,5,3,5,6,5,6,6,4,5,5.41666666666667
Minoritaria,Hombre,Publica municipal,13,3,0,3,2,3,3,1,3,2,1,3,3,1,0,1,5,6,6,5,7,7,7,7,4,7,6,6,18,11,6.08333333333333
Minoritaria,Hombre,Publica municipal,16,0,2,2,2,3,1,3,2,3,1,0,1,3,1,1,5,7,5,4,6,7,6,2,3,3,4,6,15,10,4.83333333333333
Minoritaria,Hombre,Publica municipal,17,2,2,0,0,1,3,2,0,1,0,1,0,1,1,1,6,6,7,6,6,6,4,6,4,6,6,6,10,5,5.75
Minoritaria,Hombre,Publica municipal,15,1,0,3,1,3,0,0,0,0,0,1,1,0,1,0,4,7,7,7,5,5,1,7,5,4,7,5,8,3,5.33333333333333
Minoritaria,Hombre,Publica municipal,15,1,1,1,1,1,3,3,1,1,1,1,2,2,0,0,5,4,7,5,4,5,5,4,5,4,6,4,12,7,4.83333333333333
Minoritaria,Hombre,Publica municipal,16,1,0,1,0,0,0,3,0,1,0,2,1,0,1,1,6,7,7,7,7,6,7,1,7,7,7,7,5,6,6.33333333333333
Minoritaria,Hombre,Publica municipal,16,1,2,2,2,3,0,1,1,2,1,3,0,0,1,0,7,7,7,7,7,6,6,7,6,7,7,7,12,7,6.75
Minoritaria,Hombre,Publica municipal,15,3,0,1,0,1,0,0,0,0,0,1,0,1,1,3,6,7,7,7,6,6,2,7,7,6,7,5,5,6,6.08333333333333
Minoritaria,Hombre,Publica municipal,16,0,3,3,2,0,0,3,0,0,3,3,0,0,1,0,6,6,4,6,6,6,3,6,6,6,4,5,11,7,5.33333333333333
Minoritaria,Hombre,Publica municipal,14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6,7,7,7,4,5,1,7,7,7,6,7,2,1,5.91666666666667
Minoritaria,Hombre,Publica municipal,17,0,1,0,3,0,2,1,1,0,0,2,0,0,0,2,6,6,6,6,6,6,5,5,5,6,7,6,8,4,5.83333333333333
Minoritaria,Hombre,Publica municipal,17,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,5,6,6,6,3,3,2,3,6,6,3,4,0,4.33333333333333
Minoritaria,Mujer,Publica municipal,15,1,0,3,1,0,1,0,0,1,1,1,0,0,1,1,7,7,6,6,7,1,2,7,5,7,5,3,6,5,5.25
Minoritaria,Mujer,Publica municipal,14,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,5,2,6,5,6,2,2,2,2,4,5,2,6,2,3.58333333333333
Minoritaria,Mujer,Publica municipal,14,3,1,1,1,0,1,3,2,1,0,2,3,0,3,3,6,6,7,7,7,5,5,7,7,7,6,2,12,12,6
Minoritaria,Mujer,Publica municipal,15,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,7,7,7,7,7,3,3,5,5,7,3,3,2,2,5.33333333333333
Minoritaria,Mujer,Publica municipal,15,1,3,1,2,1,1,1,2,1,3,1,1,2,1,1,7,7,4,5,7,7,7,3,7,7,2,7,12,10,5.83333333333333
Minoritaria,Mujer,Publica municipal,15,3,2,3,2,0,3,3,0,3,3,3,0,0,0,0,2,4,4,4,4,4,4,4,4,5,6,4,16,9,4.08333333333333
Minoritaria,Mujer,Publica municipal,16,0,1,0,1,1,0,0,2,1,1,3,1,2,1,1,6,6,7,6,5,4,4,5,5,7,6,6,5,10,5.58333333333333
Minoritaria,Mujer,Publica municipal,16,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,1,6,7,7,7,7,7,8,7,5.33333333333333
Minoritaria,Mujer,Publica municipal,16,2,2,3,2,0,1,2,0,3,2,1,1,1,2,2,5,5,6,6,6,5,6,6,5,7,7,6,12,12,5.83333333333333
Minoritaria,Mujer,Publica municipal,14,1,2,3,0,0,1,1,0,1,0,2,3,0,1,0,7,6,7,5,7,4,7,6,4,6,7,1,8,7,5.58333333333333
Minoritaria,Mujer,Publica municipal,15,1,2,2,1,2,3,3,1,1,1,2,3,3,2,3,7,6,6,6,7,6,6,6,6,6,6,6,15,15,6.16666666666667
Minoritaria,Mujer,Publica municipal,15,2,1,1,2,1,1,1,1,1,2,3,1,1,2,1,5,6,6,6,6,3,5,3,6,6,5,3,10,11,5
Minoritaria,Mujer,Publica municipal,15,1,0,1,1,1,3,3,0,0,3,3,0,1,1,0,1,1,6,6,6,1,1,2,2,2,7,2,10,8,3.08333333333333
Predominante,Mujer,Publica municipal,15,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,6,7,6,6,6,3,6,7,6,6,4,4,2,2,5.58333333333333
Minoritaria,Mujer,Publica municipal,16,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,6,6,6,6,6,2,2,2,2,6,6,2,3,6,4.33333333333333
Minoritaria,Mujer,Publica municipal,15,1,2,3,3,3,2,3,3,3,3,3,3,3,3,3,5,6,3,5,6,4,2,5,5,7,6,2,20,21,4.66666666666667
Minoritaria,Mujer,Publica municipal,15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,6,7,7,4,5,6,7,7,5,7,6,3,0,6
Minoritaria,Mujer,Publica municipal,16,3,1,3,3,0,0,2,0,1,2,1,3,0,1,0,6,6,6,6,6,6,6,6,2,6,6,6,12,8,5.66666666666667
Minoritaria,Mujer,Publica municipal,14,1,0,0,1,2,0,2,0,2,2,1,1,0,0,2,1,2,1,2,2,3,3,2,3,2,3,3,6,8,2.25
Minoritaria,Mujer,Publica municipal,16,3,3,2,1,3,1,1,0,2,3,3,3,3,3,3,2,3,2,1,4,5,2,2,6,2,4,4,14,20,3.08333333333333
Minoritaria,Mujer,Publica municipal,15,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,3,2,6
Minoritaria,Mujer,Publica municipal,15,0,3,0,1,0,1,3,0,0,1,2,0,0,0,1,2,1,6,2,2,5,6,1,6,1,1,6,8,4,3.25
Minoritaria,Mujer,Publica municipal,15,1,0,0,2,0,0,0,0,0,2,2,2,2,0,1,6,6,7,7,6,5,5,6,6,6,6,6,3,9,6
Minoritaria,Mujer,Publica municipal,16,1,3,1,3,3,3,0,1,1,1,3,0,1,2,2,6,6,6,6,6,4,5,6,6,6,6,5,15,10,5.66666666666667
Minoritaria,Mujer,Publica municipal,16,0,1,1,1,2,1,3,1,1,3,3,1,2,3,3,6,6,6,6,6,6,2,6,2,6,6,2,10,16,5
Minoritaria,Mujer,Publica municipal,17,3,1,2,2,2,0,0,0,2,2,3,3,3,2,0,6,6,6,6,6,6,7,7,7,7,7,7,10,15,6.5
Minoritaria,Mujer,Publica municipal,15,0,2,1,3,0,2,1,0,2,1,3,1,2,1,1,6,6,6,6,7,2,2,7,1,4,1,1,9,11,4.08333333333333
Minoritaria,Mujer,Publica municipal,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,6,6,6,2,2,7,6,7,7,2,0,1,5.25
Minoritaria,Mujer,Publica municipal,15,1,3,0,1,0,1,1,0,0,3,3,0,0,3,1,2,1,7,3,1,5,2,3,1,1,7,4,7,10,3.08333333333333
Minoritaria,Mujer,Publica municipal,16,3,3,1,0,0,3,2,0,0,3,3,0,0,0,0,4,4,6,4,4,4,6,4,4,3,4,3,12,6,4.16666666666667
Minoritaria,Mujer,Publica municipal,14,0,3,3,3,3,0,3,0,3,3,3,3,3,2,3,5,7,7,5,6,3,2,7,2,7,7,3,15,20,5.08333333333333
Minoritaria,Mujer,Publica municipal,14,3,0,3,0,0,0,1,0,1,0,3,2,0,2,1,1,1,6,6,5,6,5,4,7,7,7,6,7,9,5.08333333333333
Minoritaria,Mujer,Publica municipal,15,3,2,0,3,3,2,2,1,2,1,2,1,2,3,1,7,7,7,7,7,6,7,7,7,5,6,6,16,12,6.58333333333333
Minoritaria,Mujer,Publica municipal,15,1,3,0,2,2,2,1,0,1,3,3,0,2,3,2,7,7,6,7,7,6,7,7,7,6,7,6,11,14,6.66666666666667
Minoritaria,Mujer,Publica municipal,16,1,0,0,1,1,3,1,0,2,3,1,0,2,1,3,6,6,6,7,7,6,5,7,2,7,7,1,7,12,5.58333333333333
Minoritaria,Mujer,Publica municipal,16,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,5,3,5,5,3,2,2,5,5,2,5,3,12,9,3.75
Minoritaria,Mujer,Publica municipal,17,0,1,2,3,2,3,1,0,2,1,3,0,0,2,0,2,5,6,3,7,5,5,3,7,6,5,5,12,8,4.91666666666667
Minoritaria,Mujer,Publica municipal,17,2,2,3,2,1,2,0,2,2,1,3,3,0,0,2,6,2,5,5,6,5,6,5,5,6,6,5,14,11,5.16666666666667
Minoritaria,Mujer,Publica municipal,16,1,2,0,1,0,2,0,0,0,0,1,0,0,1,1,5,5,7,7,7,5,5,5,5,7,7,5,6,3,5.83333333333333
Minoritaria,Mujer,Publica municipal,15,0,1,0,1,1,3,2,0,1,1,3,1,0,0,1,2,5,1,5,5,3,2,3,2,2,5,1,8,7,3
Minoritaria,Mujer,Publica municipal,15,2,0,2,1,3,0,3,3,1,0,3,3,1,2,3,6,6,6,6,6,5,5,6,5,6,6,5,14,13,5.66666666666667
Minoritaria,Mujer,Publica municipal,15,1,2,3,3,1,3,2,0,2,0,0,0,0,1,1,7,7,6,6,7,1,2,7,5,7,5,3,15,4,5.25
Minoritaria,Mujer,Publica municipal,14,3,0,0,1,0,0,3,1,1,0,1,0,0,1,2,7,7,7,7,7,5,5,7,5,5,5,5,8,5,6
Minoritaria,Mujer,Publica municipal,15,2,1,2,1,0,1,1,2,1,1,0,1,1,0,2,5,7,6,7,7,6,2,6,6,7,6,6,10,6,5.91666666666667
Minoritaria,Mujer,Publica municipal,15,3,3,2,1,1,3,3,0,1,3,3,1,0,0,1,1,1,6,7,1,1,1,7,1,1,1,6,16,9,2.83333333333333
Minoritaria,Mujer,Publica municipal,16,1,2,1,1,0,1,3,2,1,1,2,1,0,1,1,5,6,5,3,6,3,6,6,6,2,3,2,11,7,4.41666666666667
Minoritaria,Mujer,Publica municipal,16,2,3,3,1,2,3,1,1,2,3,3,3,2,1,3,3,6,6,6,5,6,6,3,6,6,5,6,16,17,5.33333333333333
Minoritaria,Mujer,Publica municipal,16,3,3,0,3,1,0,3,0,3,3,0,3,3,0,3,5,5,6,5,6,6,6,5,6,2,6,6,13,15,5.33333333333333
Minoritaria,Mujer,Publica municipal,15,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6,6,7,6,6,5,4,6,5,4,6,5,2,1,5.5
Minoritaria,Hombre,Publica municipal,16,0,2,0,3,0,0,1,1,0,1,1,0,3,1,1,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6
Minoritaria,Mujer,Publica municipal,16,1,1,3,0,0,2,1,0,0,2,1,1,1,2,0,2,6,7,7,6,6,2,6,5,2,6,5,8,7,5
Minoritaria,Hombre,Publica municipal,16,2,1,0,1,1,3,2,1,1,2,3,1,3,3,2,6,3,7,7,1,4,2,6,4,1,6,5,11,15,4.33333333333333
Minoritaria,Hombre,Publica municipal,14,2,0,1,0,3,3,3,0,0,3,3,1,0,1,1,7,7,7,7,6,6,3,6,6,6,6,6,12,9,6.08333333333333
Minoritaria,Hombre,Publica municipal,15,3,0,0,1,0,2,1,0,1,2,3,1,0,1,2,7,7,7,7,7,6,2,7,5,6,7,6,7,10,6.16666666666667
Predominante,Hombre,Publica municipal,16,3,1,3,1,0,1,0,2,0,1,2,1,1,3,1,7,7,7,7,7,3,7,7,7,7,7,1,11,9,6.16666666666667
Minoritaria,Hombre,Publica municipal,17,3,1,0,3,0,3,2,1,3,3,3,2,1,0,0,7,5,7,7,4,7,7,5,5,5,6,5,13,12,5.83333333333333
Minoritaria,Hombre,Publica municipal,16,0,1,3,0,0,0,3,3,1,3,3,2,2,2,0,5,6,3,2,2,3,4,4,6,3,4,1,10,13,3.58333333333333
Minoritaria,Hombre,Publica municipal,16,3,3,0,1,1,1,3,3,3,3,3,1,0,0,3,1,2,7,7,7,5,6,3,6,2,7,1,15,13,4.5
Minoritaria,Hombre,Publica municipal,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,6,7,6,6,4,5,7,2,3,7,6,0,2,5.33333333333333
Predominante,Hombre,Publica municipal,17,0,1,3,0,0,3,3,0,1,0,0,0,1,2,3,2,6,6,5,7,7,6,7,6,5,7,6,10,7,5.83333333333333
Minoritaria,Hombre,Publica municipal,17,3,1,0,0,1,1,0,0,0,0,0,0,1,1,2,7,6,6,3,6,2,2,6,6,6,6,6,6,4,5.16666666666667
Minoritaria,Hombre,Publica municipal,17,2,2,2,0,2,3,2,3,1,2,3,3,2,1,3,6,5,7,6,5,5,6,7,5,3,6,3,16,15,5.33333333333333
Predominante,Hombre,Publica municipal,15,3,0,0,0,0,0,2,0,0,2,0,0,0,2,1,5,6,6,7,7,6,2,6,6,6,6,6,5,5,5.75
Minoritaria,Hombre,Publica municipal,14,0,1,3,2,0,1,0,0,0,1,0,0,0,0,1,6,6,6,6,6,6,6,6,6,2,2,2,7,2,5
Minoritaria,Hombre,Publica municipal,15,0,0,3,0,0,3,3,0,0,3,3,0,0,0,0,7,7,7,1,7,1,1,1,1,7,7,1,9,6,4
Minoritaria,Hombre,Publica municipal,16,2,3,1,1,0,3,1,2,2,0,1,3,1,2,1,2,2,6,6,2,5,2,6,6,2,6,2,13,10,3.91666666666667
Minoritaria,Hombre,Publica municipal,17,2,3,1,0,1,1,1,1,0,0,0,0,1,0,0,3,3,6,6,6,6,6,6,6,6,6,6,10,1,5.5
Minoritaria,Hombre,Publica municipal,14,1,0,0,0,0,1,1,0,0,1,2,0,1,1,1,7,6,6,6,6,4,4,2,4,6,6,4,3,6,5.08333333333333
Predominante,Mujer,Publica municipal,15,1,0,2,1,3,3,2,3,1,1,0,1,2,2,1,4,6,6,5,5,5,3,6,6,7,7,3,15,8,5.25
Minoritaria,Hombre,Publica municipal,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,6,6,2,6,3,6,4,2,6,4,8,7,4.41666666666667
Minoritaria,Hombre,Publica municipal,16,3,0,2,0,0,2,0,3,0,0,2,0,0,1,0,6,1,5,5,1,5,3,3,1,1,3,1,10,3,2.91666666666667
Minoritaria,Hombre,Publica municipal,17,2,3,3,0,0,1,2,1,0,2,3,1,0,1,0,7,7,7,2,7,6,7,7,7,7,7,7,12,7,6.5
Minoritaria,Hombre,Publica municipal,16,3,1,0,3,1,0,0,0,1,0,0,1,0,3,1,1,7,6,7,7,7,6,1,7,7,7,6,8,6,5.75
Predominante,Mujer,Publica municipal,14,0,0,1,0,0,0,0,1,0,0,1,1,0,3,0,6,3,6,6,5,6,6,1,6,6,5,6,2,5,5.16666666666667
Predominante,Hombre,Publica municipal,16,3,1,0,1,0,3,3,3,1,0,3,0,3,1,3,6,7,7,4,7,4,2,5,7,7,2,5,14,11,5.25
Minoritaria,Hombre,Publica municipal,16,3,0,3,0,3,0,3,2,2,3,1,3,0,3,3,3,7,3,3,7,4,2,6,1,7,4,4,14,15,4.25
Minoritaria,Hombre,Publica municipal,16,3,2,0,2,1,1,1,0,0,1,1,2,0,2,1,5,5,7,7,5,5,5,5,5,3,7,5,10,7,5.33333333333333
Minoritaria,Mujer,Publica municipal,15,3,2,1,0,0,0,0,0,2,0,1,0,0,3,3,6,2,6,5,6,6,6,4,2,2,6,2,6,9,4.41666666666667
Minoritaria,Hombre,Publica municipal,14,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,1,2,6,3,4,2,5,3,1,3,4,1,2,3.08333333333333
Minoritaria,Hombre,Publica municipal,16,0,0,2,2,3,1,2,1,2,0,1,3,2,3,0,2,1,7,6,4,6,2,6,6,4,5,6,11,11,4.58333333333333
Minoritaria,Hombre,Publica municipal,19,3,3,2,2,3,1,3,0,2,3,3,0,1,3,3,2,2,3,2,3,3,6,3,6,2,2,6,17,15,3.33333333333333
Minoritaria,Hombre,Publica municipal,16,2,0,1,2,1,3,2,3,2,3,1,0,2,1,1,6,6,7,7,6,6,2,6,6,6,6,6,14,10,5.83333333333333
Minoritaria,Hombre,Publica municipal,14,0,2,0,1,0,3,0,0,1,3,3,2,1,0,1,7,7,7,7,6,5,5,7,6,7,6,5,6,11,6.25
Minoritaria,Hombre,Publica municipal,17,3,1,3,2,3,1,3,1,3,1,3,2,2,3,3,4,6,6,1,1,1,2,4,2,1,2,1,17,17,2.58333333333333
Minoritaria,Hombre,Publica municipal,17,0,2,0,0,1,0,0,1,2,1,1,1,3,1,0,4,7,7,4,6,6,4,4,6,7,7,2,4,9,5.33333333333333
Minoritaria,Mujer,Publica municipal,16,1,2,1,3,2,2,1,0,2,1,1,0,0,2,3,6,6,7,7,6,5,5,6,5,7,7,3,12,9,5.83333333333333
Predominante,Mujer,Publica municipal,16,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,5,5,5,5,5,4,5,4,5,4,7,7,4.91666666666667
Minoritaria,Mujer,Publica municipal,16,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,5,5,6,5,2,2,2,5,5,3,5,2,4,5,3.91666666666667
Minoritaria,Mujer,Publica municipal,16,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,7,7,6,7,7,6,6,6,6,5,7,5,11,9,6.25
Minoritaria,Mujer,Publica municipal,17,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,2,5,6,6,6,5,5,5,5,6,5,5,5,5,5.08333333333333
Predominante,Mujer,Publica municipal,17,0,0,0,1,2,0,3,0,0,1,2,0,0,1,2,5,5,6,5,5,5,3,5,5,5,5,5,6,6,4.91666666666667
Predominante,Mujer,Publica municipal,17,1,3,1,1,2,1,1,0,0,1,2,1,0,1,1,6,6,6,6,6,6,6,3,6,3,3,6,10,6,5.25
