Domicilio,Educacion,Sexo,Edad,C19_propio,C19_otros,Severidad_1,Severidad_2,Severidad_3,Reactancia_1,Reactancia_2,Reactancia_3,Reactancia_4,Reactancia_5,Reactancia_6,Reactancia_7,Reactancia_8,Reactancia_9,Reactancia_10,Reactancia_11,Actitud_1,Actitud_2,Actitud_3,NorSocial_1,NorSocial_2,NorSocial_3,NorMoral_1,NorMoral_2,NorMoral_3,Control_1,Control_2,Control_3,Control_4,Intencion_1,Intencion_2,Intencion_3
Poblado,Secundaria,Hombre,44,No,Si,2,4,4,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,7,1,7,1,1,1
Poblado,Técnica,Hombre,56,No,Si,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
Poblado,Post-secundaria,Hombre,45,No,Si,6,6,6,5,4,5,6,6,6,6,6,6,6,6,1,1,1,4,4,4,1,1,1,1,7,1,7,1,1,1
Ciudad_grande,Universitaria,Hombre,51,No,Si,5,5,5,5,5,4,4,4,4,4,4,4,4,5,6,6,6,5,5,5,5,5,5,5,5,5,4,5,5,5
Ciudad_mediana,Universitaria,Hombre,36,No,Si,5,6,5,4,3,2,2,5,5,5,3,3,5,2,5,4,5,2,3,3,4,5,5,4,6,5,5,6,3,2
Ciudad_mediana,Secundaria,Hombre,67,No,Si,6,5,4,5,4,4,5,3,5,5,4,5,5,4,5,5,5,2,2,2,3,3,3,3,5,3,6,4,3,3
Ciudad_mediana,Post-secundaria,Hombre,44,No,Si,3,3,3,5,4,2,5,5,5,5,5,6,6,4,1,1,1,2,2,2,3,2,2,2,7,1,1,3,1,1
Ciudad_grande,Técnica,Hombre,46,No,Si,7,7,7,2,2,2,2,2,3,3,4,4,4,4,7,7,7,6,7,7,7,7,7,7,7,7,5,7,7,7
Poblado,Universitaria,Hombre,49,No,Si,6,5,5,3,2,2,3,3,3,3,3,3,4,4,6,6,6,5,5,5,6,6,6,5,7,5,7,5,5,5
Poblado,Universitaria,Hombre,46,No,Si,5,2,3,5,4,3,5,5,4,5,4,5,5,4,5,6,5,5,4,4,4,4,4,6,7,7,6,2,2,2
Ciudad_pequeña,Bachillerato,Hombre,61,No,Si,7,7,7,5,4,4,4,7,7,7,4,5,6,4,7,7,6,4,4,4,4,4,5,4,7,7,7,7,7,7
Ciudad_mediana,Bachillerato,Hombre,24,No,Si,6,5,4,2,2,2,3,3,5,3,1,2,7,2,7,7,7,7,5,7,5,7,5,3,3,3,3,5,4,4
Poblado,Post-secundaria,Hombre,19,No,Si,5,3,3,6,6,6,4,5,7,7,6,3,5,5,6,6,6,4,5,5,6,7,6,6,6,6,5,6,6,7
Ciudad_pequeña,Secundaria,Hombre,39,No,Si,5,7,6,4,1,1,3,5,3,5,2,3,5,4,3,3,3,4,4,4,3,2,2,4,7,3,7,3,3,3
Ciudad_mediana,Post-secundaria,Hombre,65,No,Si,5,5,5,5,4,4,3,6,4,6,3,4,4,4,4,5,4,4,4,4,4,4,4,4,6,4,4,4,4,4
Ciudad_grande,Universitaria,Hombre,60,No,Si,6,6,6,3,4,2,3,6,6,5,3,5,5,4,6,6,6,4,5,5,6,5,6,4,6,5,4,7,6,5
Poblado,Secundaria,Hombre,62,No,Si,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,5,5,5,5,5,5,5,5,6,7,5,7,6
Ciudad_mediana,Secundaria,Hombre,64,No,Si,7,7,6,5,6,3,3,6,5,6,5,5,6,3,6,5,4,4,4,5,5,5,5,5,6,5,5,5,5,5
Ciudad_grande,Secundaria,Hombre,59,No,Si,7,7,7,5,3,2,4,4,6,5,2,4,4,4,7,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6
Poblado,Secundaria,Hombre,61,No,Si,7,7,7,2,2,1,2,6,6,6,2,5,4,4,7,7,6,5,5,5,6,6,6,4,6,4,4,6,6,6
Poblado,Post-secundaria,Hombre,34,No,Si,4,4,4,4,4,4,4,5,5,5,4,4,5,4,5,5,4,4,5,5,5,4,5,4,7,4,7,7,5,4
Ciudad_grande,Secundaria,Hombre,54,No,Si,7,7,7,4,1,1,1,5,4,5,4,4,4,5,1,4,1,4,3,1,1,1,1,1,7,1,7,1,1,1
Ciudad_pequeña,Técnica,Hombre,42,No,Si,2,3,3,5,4,4,7,7,7,7,4,7,7,4,3,4,4,3,3,3,3,1,4,5,7,5,7,4,4,4
Ciudad_enorme,Universitaria,Hombre,54,No,Si,6,3,6,4,3,3,4,5,4,5,4,5,4,4,3,2,3,3,3,3,5,4,4,5,5,5,4,4,4,4
Ciudad_mediana,Secundaria,Hombre,64,No,Si,7,6,6,7,1,1,1,1,3,6,1,5,7,5,7,7,7,1,1,1,7,7,7,7,7,7,1,7,6,6
Ciudad_enorme,Universitaria,Hombre,60,No,Si,6,5,5,2,3,2,3,3,5,4,4,4,5,4,7,6,5,6,6,6,6,6,6,7,7,7,6,7,7,7
Ciudad_mediana,Secundaria,Hombre,71,No,Si,7,7,7,6,4,4,4,3,3,3,3,6,6,4,4,4,4,5,5,5,4,4,4,6,6,2,7,6,4,4
Poblado,Post-secundaria,Hombre,53,No,Si,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4
Ciudad_mediana,Universitaria,Hombre,61,No,Si,7,7,7,4,4,4,4,5,5,5,3,5,5,3,4,3,4,5,5,5,1,3,2,5,7,1,7,5,3,4
Poblado,Universitaria,Hombre,31,No,Si,4,3,3,3,3,2,2,6,6,6,2,6,4,2,3,4,2,1,1,2,4,3,3,6,7,4,6,5,3,4
Poblado,Secundaria,Hombre,29,No,Si,2,3,2,6,2,2,6,6,6,7,1,7,7,7,1,1,3,2,2,3,1,1,2,6,7,1,7,1,1,1
Poblado,Secundaria,Hombre,55,No,Si,7,7,7,5,4,5,5,4,5,5,3,4,4,4,6,6,5,5,6,5,6,5,5,5,6,6,6,5,6,6
Poblado,Bachillerato,Hombre,40,No,Si,7,7,7,4,3,3,3,3,4,4,4,4,4,4,3,2,2,2,4,4,2,2,3,2,7,1,1,3,3,2
Ciudad_grande,Secundaria,Hombre,63,No,Si,6,6,6,2,3,1,2,3,3,2,1,1,4,2,4,4,4,2,2,2,2,3,2,5,6,5,3,2,2,2
Ciudad_grande,Post-secundaria,Hombre,66,No,Si,7,7,6,2,2,2,2,2,3,3,3,3,2,3,5,5,5,7,6,6,6,5,5,5,6,4,3,4,5,5
Ciudad_pequeña,Universitaria,Hombre,57,No,Si,5,4,4,2,4,4,5,5,5,5,4,6,7,7,6,5,5,4,4,4,3,4,5,5,6,5,5,6,5,5
Ciudad_pequeña,Universitaria,Hombre,55,No,Si,7,6,6,1,2,1,2,6,6,4,2,2,7,2,6,6,6,6,5,5,6,6,6,4,5,5,4,6,5,5
Ciudad_grande,Técnica,Hombre,43,No,Si,2,2,1,4,6,4,4,4,5,3,3,6,5,4,1,2,1,1,1,1,1,1,1,6,7,4,1,1,1,1
Ciudad_grande,Secundaria,Hombre,59,No,Si,6,6,6,3,4,3,4,5,5,6,3,6,6,6,5,4,4,3,3,4,2,3,4,4,6,3,4,3,2,2
Poblado,Secundaria,Hombre,55,No,Si,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7
Ciudad_mediana,Secundaria,Hombre,70,No,Si,6,6,6,4,4,2,2,6,5,6,2,4,4,4,4,4,5,4,5,5,5,4,5,5,5,5,4,5,4,4
Ciudad_enorme,Universitaria,Hombre,64,No,Si,7,7,7,1,4,1,2,2,5,5,3,4,7,4,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7
Ciudad_grande,Técnica,Hombre,64,No,Si,7,7,7,4,4,4,4,4,4,2,2,2,4,2,7,7,7,6,6,6,6,7,7,7,7,7,5,6,6,6
Poblado,Secundaria,Hombre,42,No,Si,7,7,7,4,5,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Ciudad_pequeña,Técnica,Hombre,36,No,Si,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,4,4,4,4,4,4,4,4,7,7,4,4,4
Ciudad_enorme,Secundaria,Hombre,21,No,Si,1,3,3,7,5,1,1,6,5,7,2,6,4,3,1,1,1,3,3,3,3,5,3,3,4,4,4,4,3,5
Poblado,Post-secundaria,Hombre,58,No,Si,4,5,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,3,4,3,5,4,4,4,4,4
Ciudad_mediana,Universitaria,Hombre,65,No,Si,7,7,7,2,1,1,1,4,1,5,3,5,3,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Ciudad_pequeña,Secundaria,Hombre,29,No,Si,7,6,6,2,2,1,1,1,1,1,1,1,1,1,7,7,7,6,7,7,6,6,6,7,7,7,7,7,7,7
Ciudad_enorme,Secundaria,Hombre,56,No,Si,2,3,2,1,1,2,4,1,2,2,2,4,3,2,5,2,2,3,2,2,3,2,2,1,6,3,7,5,5,2
Ciudad_pequeña,Universitaria,Hombre,45,No,Si,6,6,6,2,1,1,1,1,3,4,2,5,6,2,6,6,6,4,4,4,6,5,6,5,5,5,5,5,5,5
Poblado,Secundaria,Hombre,30,No,Si,5,3,3,3,2,1,1,2,3,5,3,5,4,6,4,5,5,3,3,3,5,5,5,5,5,5,7,5,5,5
Ciudad_mediana,Universitaria,Hombre,64,No,Si,5,5,5,4,3,3,4,5,5,5,3,5,4,3,6,5,6,4,4,4,5,5,5,4,5,5,5,5,4,4
Ciudad_mediana,Secundaria,Hombre,36,No,Si,5,7,7,6,6,4,5,5,7,7,7,7,7,4,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1
Ciudad_grande,Secundaria,Hombre,30,No,Si,3,3,3,3,3,2,6,6,6,6,2,6,6,6,5,1,3,3,6,2,3,2,4,5,6,4,4,2,2,2
Ciudad_enorme,Secundaria,Hombre,42,No,Si,4,4,4,5,5,5,5,5,5,5,5,6,6,5,4,3,3,4,4,4,4,4,4,4,7,2,7,7,1,1
Ciudad_grande,Secundaria,Hombre,57,No,Si,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,1,1,7,1,1,1,1,1
Ciudad_grande,Técnica,Hombre,60,No,Si,7,7,7,2,2,2,2,2,2,2,2,2,2,2,7,7,7,6,6,6,6,6,6,6,6,6,7,6,6,6
Poblado,Secundaria,Hombre,37,No,Si,7,6,6,2,3,1,1,3,3,6,2,6,3,2,6,2,6,4,4,5,6,5,3,3,7,6,7,6,6,6
Poblado,Técnica,Hombre,61,No,Si,7,7,7,6,4,2,2,6,5,7,3,4,4,4,2,4,1,4,1,4,1,1,1,1,7,1,7,4,1,1
Ciudad_mediana,Secundaria,Hombre,76,No,Si,7,7,7,4,4,3,3,6,4,7,4,4,4,4,4,4,4,4,4,4,4,1,4,4,7,4,4,4,4,4
Ciudad_mediana,Secundaria,Hombre,39,No,Si,4,3,3,5,4,4,4,5,5,6,6,5,5,5,1,1,2,3,2,2,1,1,1,1,6,5,7,4,3,1
Ciudad_pequeña,Bachillerato,Hombre,46,No,Si,6,7,6,4,4,3,4,4,4,5,3,3,5,4,5,5,6,6,6,6,6,6,6,7,7,7,5,6,7,5
Ciudad_mediana,Post-secundaria,Hombre,32,No,Si,5,5,5,3,1,1,2,4,5,5,1,3,2,1,4,6,6,4,4,3,2,3,3,3,7,2,1,4,2,2
Poblado,Secundaria,Hombre,20,No,Si,4,4,3,5,4,3,3,5,5,5,3,4,5,4,3,3,4,3,3,3,4,3,3,3,6,4,5,3,3,3
Poblado,Post-secundaria,Hombre,28,No,Si,7,7,6,1,1,1,1,2,4,4,4,4,4,4,6,6,4,5,5,5,5,3,4,5,5,5,4,4,4,4
Ciudad_pequeña,Secundaria,Hombre,26,No,Si,5,6,6,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4
Ciudad_pequeña,Secundaria,Hombre,52,No,Si,7,7,7,1,1,1,1,1,1,1,1,1,1,1,6,4,4,4,4,4,5,5,5,5,5,4,4,5,5,5
Poblado,Secundaria,Hombre,59,No,Si,5,6,6,4,4,3,3,5,5,5,3,4,4,4,2,1,2,4,6,4,4,4,4,6,7,2,7,2,2,2
Ciudad_grande,Universitaria,Hombre,45,No,Si,5,4,4,5,4,3,3,4,5,7,3,4,3,4,3,5,2,4,3,3,4,3,3,5,7,6,3,4,3,3
Poblado,Secundaria,Hombre,55,No,Si,7,7,7,4,3,3,3,4,4,5,5,4,4,4,6,6,7,5,6,5,6,6,6,5,5,6,6,6,6,5
Ciudad_grande,Bachillerato,Hombre,51,No,Si,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Ciudad_mediana,Universitaria,Hombre,60,No,Si,7,7,7,4,2,1,3,6,4,6,2,5,4,2,7,5,7,7,7,7,7,7,7,7,7,7,6,7,7,7
Poblado,Secundaria,Hombre,36,No,Si,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,3,2,2,2,2,2,2,2,1,1,1,1,1
Ciudad_pequeña,Universitaria,Hombre,25,No,Si,4,2,4,5,4,2,6,6,6,6,4,5,5,4,3,2,3,3,3,2,2,2,3,6,5,2,1,1,1,1
Ciudad_grande,Secundaria,Hombre,51,No,Si,5,6,6,4,4,5,5,5,5,5,5,5,4,5,6,5,5,5,6,5,5,5,6,5,6,6,5,5,5,6
Ciudad_mediana,Post-secundaria,Hombre,43,No,Si,4,4,5,4,3,4,4,4,5,4,4,4,3,4,4,3,3,4,3,3,4,4,4,4,4,3,3,5,4,4
Ciudad_pequeña,Secundaria,Hombre,20,No,Si,6,6,5,5,5,6,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
Ciudad_mediana,Universitaria,Hombre,47,No,Si,7,7,7,3,2,2,4,3,5,4,2,4,4,4,7,5,5,4,4,4,7,7,7,7,7,6,5,6,7,7
Ciudad_grande,Universitaria,Hombre,38,No,Si,5,4,5,6,5,5,6,6,5,5,4,5,6,5,5,4,5,5,6,5,5,5,5,5,4,5,5,5,4,4
Poblado,Bachillerato,Hombre,24,No,Si,4,5,3,5,3,6,5,3,3,6,3,6,5,3,3,6,2,4,3,6,3,5,3,2,4,3,3,2,6,2
Poblado,Secundaria,Hombre,34,No,Si,4,5,4,5,5,5,4,4,4,5,5,5,5,5,1,1,2,3,3,3,3,3,3,3,6,2,1,1,2,2
Ciudad_pequeña,Post-secundaria,Hombre,36,No,Si,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Poblado,Secundaria,Hombre,20,No,Si,4,7,7,7,4,4,7,7,7,7,7,7,7,7,1,1,1,1,1,1,4,1,1,1,7,1,1,1,1,1
Ciudad_mediana,Universitaria,Hombre,22,No,Si,4,4,4,7,7,7,7,7,7,7,7,7,7,7,4,4,4,1,1,1,1,1,1,1,7,1,1,1,1,1
Ciudad_pequeña,Secundaria,Hombre,36,No,Si,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4
Ciudad_mediana,Técnica,Hombre,24,No,Si,5,5,5,3,3,3,3,3,3,3,3,3,3,3,6,6,4,5,5,5,5,5,5,5,5,4,4,4,4,5
Ciudad_enorme,Post-secundaria,Hombre,30,No,Si,7,7,7,6,5,5,5,5,4,3,6,6,6,6,5,6,6,5,5,5,5,4,5,5,5,5,5,6,5,5
Poblado,Secundaria,Hombre,45,No,Si,6,6,5,4,4,4,4,4,4,4,4,4,4,4,7,7,7,6,5,6,6,6,5,3,3,4,4,4,4,4
Poblado,Secundaria,Hombre,58,No,Si,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Ciudad_grande,Universitaria,Mujer,35,No,Si,5,5,5,3,4,6,3,6,6,6,2,6,6,6,6,4,5,2,2,2,3,5,5,5,5,7,4,5,4,5
Ciudad_mediana,Secundaria,Mujer,38,No,Si,5,4,4,2,2,3,3,5,6,5,3,6,7,4,4,4,4,3,3,3,3,3,3,1,7,1,7,2,1,2
Ciudad_grande,Post-secundaria,Mujer,25,No,Si,2,2,2,6,2,2,2,6,4,6,2,5,1,4,2,2,2,2,2,2,1,1,1,6,6,2,2,2,2,2
Ciudad_enorme,Universitaria,Mujer,53,No,Si,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,4,7,1,1,1,1,1
Poblado,Universitaria,Mujer,33,No,Si,7,7,7,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,5,5,5,6,6,6,6,5,5,5
Ciudad_mediana,Universitaria,Mujer,26,No,Si,5,4,5,4,3,3,3,4,4,4,2,5,3,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5
Poblado,Post-secundaria,Mujer,38,No,Si,5,4,4,1,1,1,6,2,5,1,1,7,2,2,5,4,3,1,1,1,4,6,4,7,7,5,7,6,3,4
Ciudad_mediana,Técnica,Mujer,64,No,Si,6,6,5,3,1,1,2,3,3,3,2,3,3,2,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5
Ciudad_pequeña,Secundaria,Mujer,65,No,Si,6,5,6,1,1,1,1,1,2,3,1,2,3,1,7,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7
Ciudad_grande,Post-secundaria,Mujer,40,No,Si,6,6,6,2,2,2,2,3,6,6,2,6,6,5,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7
Poblado,Secundaria,Mujer,59,No,Si,4,4,4,3,4,1,2,2,2,2,2,2,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
Ciudad_grande,Post-secundaria,Mujer,27,No,Si,6,6,6,4,3,3,2,5,5,4,3,4,3,5,6,5,5,5,6,5,5,5,6,5,6,4,5,5,5,5
Ciudad_mediana,Secundaria,Mujer,64,No,Si,6,6,6,5,5,4,4,6,6,7,4,6,6,6,5,5,5,6,6,5,4,4,5,4,7,6,2,7,7,4
Ciudad_grande,Universitaria,Mujer,30,No,Si,5,6,4,4,3,3,4,5,3,4,2,4,6,4,6,5,6,6,6,6,6,4,6,6,6,5,7,6,6,6
Poblado,Universitaria,Mujer,54,No,Si,7,7,7,3,4,3,3,3,3,5,2,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6
Poblado,Secundaria,Mujer,70,No,Si,7,7,7,2,4,2,3,5,5,5,2,4,5,5,6,5,6,4,5,5,6,6,6,5,7,4,4,6,5,4
Poblado,Post-secundaria,Mujer,77,No,Si,6,7,7,5,4,4,3,5,5,6,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,6,7,6,6,7
Poblado,Técnica,Mujer,65,No,Si,3,5,4,3,2,1,3,2,5,3,2,2,4,3,6,6,5,6,6,6,6,6,6,6,7,6,5,6,6,6
Ciudad_enorme,Universitaria,Mujer,31,No,Si,5,5,5,4,3,3,3,4,5,6,3,5,3,5,6,5,5,6,5,6,6,6,6,6,6,6,6,6,6,6
Ciudad_enorme,Secundaria,Mujer,50,No,Si,5,5,5,6,3,2,3,5,6,5,2,5,6,3,5,4,4,5,4,5,5,2,5,5,6,5,3,5,5,4
Poblado,Técnica,Mujer,54,No,Si,6,6,6,5,4,4,3,6,5,6,4,5,5,4,6,6,3,4,5,6,7,6,6,6,7,6,7,6,6,6
Poblado,Secundaria,Mujer,56,No,Si,6,6,6,4,3,4,3,5,5,5,3,4,6,3,6,5,5,5,5,5,6,5,5,6,7,5,6,5,6,6
Ciudad_enorme,Secundaria,Mujer,63,No,Si,7,7,6,5,5,4,5,7,7,7,6,7,7,6,7,6,7,6,6,7,6,6,7,6,7,6,7,6,6,6
Ciudad_mediana,Universitaria,Mujer,68,No,Si,6,6,6,4,3,3,2,6,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,1,7,5,4,4
Poblado,Universitaria,Mujer,37,No,Si,4,5,5,2,3,3,4,5,4,5,4,5,4,4,4,5,4,4,3,4,5,4,5,4,6,4,3,5,4,4
Ciudad_mediana,Universitaria,Mujer,65,No,Si,7,7,7,4,2,6,5,4,4,5,3,4,5,5,5,6,6,6,6,6,6,7,7,5,5,6,6,6,6,6
Poblado,Universitaria,Mujer,62,No,Si,7,6,7,3,4,2,1,5,5,5,1,5,4,4,7,7,7,7,7,7,6,7,7,7,7,6,6,7,7,7
Poblado,Universitaria,Mujer,22,No,Si,1,1,1,6,4,4,4,7,4,7,4,7,7,6,1,1,1,1,1,1,1,1,1,7,7,7,4,1,1,1
Poblado,Universitaria,Mujer,43,No,Si,4,3,3,3,3,2,3,3,7,5,2,6,4,3,6,5,5,6,6,6,6,6,6,4,6,4,5,5,5,5
Ciudad_enorme,Universitaria,Mujer,30,No,Si,7,6,6,1,3,2,1,6,6,6,2,2,6,6,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7
Ciudad_mediana,Universitaria,Mujer,36,No,Si,4,4,4,5,5,2,5,6,5,6,2,6,6,4,3,3,4,4,4,4,4,4,4,7,7,6,5,5,4,4
Poblado,Secundaria,Mujer,59,No,Si,7,7,7,5,4,4,4,5,3,5,4,5,6,5,7,7,7,4,5,5,6,6,6,6,6,6,6,6,7,7
Ciudad_mediana,Secundaria,Mujer,60,No,Si,7,7,7,1,4,3,3,7,5,5,3,4,5,4,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7
Poblado,Universitaria,Mujer,43,No,Si,3,4,4,5,3,3,4,5,4,5,4,6,5,4,3,4,4,3,4,4,3,3,3,4,6,4,3,4,3,3
Ciudad_mediana,Post-secundaria,Mujer,29,No,Si,7,7,7,5,3,2,2,5,5,6,3,5,3,3,7,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7
Ciudad_grande,Bachillerato,Mujer,45,No,Si,5,5,4,4,4,3,4,6,5,5,4,4,5,5,4,4,4,4,4,4,5,5,5,4,6,5,4,5,4,5
Ciudad_mediana,Post-secundaria,Mujer,54,No,Si,6,6,6,4,4,2,4,7,7,7,4,7,7,4,7,7,7,6,6,6,7,7,6,7,7,7,7,6,6,6
Ciudad_grande,Secundaria,Mujer,62,No,Si,7,7,7,4,4,4,4,6,6,6,4,6,6,6,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7
Poblado,Secundaria,Mujer,56,No,Si,5,7,7,4,2,2,3,3,3,3,3,3,4,3,7,4,4,4,1,1,1,7,7,1,1,1,7,1,1,1
Ciudad_enorme,Universitaria,Mujer,45,No,Si,6,6,6,4,3,3,3,4,3,4,2,3,3,2,7,6,6,6,6,6,6,6,6,6,6,6,4,7,7,7
Ciudad_mediana,Secundaria,Mujer,41,No,Si,5,4,4,4,3,2,3,5,5,6,3,4,5,3,6,2,1,5,4,5,6,5,6,5,7,7,6,6,5,5
Poblado,Universitaria,Mujer,42,No,Si,7,7,7,1,1,1,5,1,1,1,1,1,1,1,7,7,7,6,6,7,7,7,7,7,7,6,6,7,6,6
Ciudad_mediana,Técnica,Mujer,53,No,Si,6,6,6,6,2,2,4,4,5,6,4,5,4,4,3,2,2,2,4,3,4,2,3,4,6,5,2,2,2,2
Ciudad_enorme,Post-secundaria,Mujer,46,No,Si,5,5,5,7,2,3,5,7,7,7,5,6,3,5,4,4,4,4,4,4,3,2,3,7,7,7,7,7,4,4
Ciudad_grande,Secundaria,Mujer,64,No,Si,7,7,7,2,4,2,4,5,6,6,3,6,4,3,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7
Ciudad_grande,Universitaria,Mujer,58,No,Si,7,7,7,2,3,2,3,6,6,7,3,6,5,3,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7
Ciudad_pequeña,Técnica,Mujer,39,No,Si,7,7,6,4,6,5,3,5,6,3,4,3,4,6,7,7,7,6,6,6,5,7,7,7,7,7,7,7,7,7
Poblado,Técnica,Mujer,38,No,Si,4,5,5,4,5,4,5,6,6,7,5,6,5,4,4,4,4,3,4,4,4,3,4,4,6,4,6,6,6,4
Poblado,Primaria,Mujer,18,No,Si,6,6,7,3,4,5,3,5,6,6,3,3,6,3,7,6,7,6,3,6,7,7,7,7,4,6,5,6,6,7
Poblado,Primaria,Mujer,43,No,Si,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5
Poblado,Post-secundaria,Mujer,41,No,Si,6,6,6,5,4,5,4,4,5,4,5,5,5,4,6,5,4,5,5,4,5,5,5,5,6,6,5,6,5,6
Poblado,Secundaria,Mujer,33,No,Si,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Poblado,Secundaria,Mujer,41,No,Si,6,6,6,4,3,2,2,5,5,6,4,4,4,4,6,6,6,5,5,5,5,4,5,5,5,5,5,5,5,5
Ciudad_grande,Universitaria,Mujer,69,No,Si,7,7,7,4,4,2,4,5,6,5,2,4,6,4,6,6,6,6,6,6,5,6,5,6,7,5,1,5,5,5
Ciudad_mediana,Bachillerato,Mujer,30,No,Si,4,3,2,5,6,6,5,7,6,6,3,5,6,6,4,4,4,4,3,4,4,2,4,3,5,4,5,4,4,3
Ciudad_enorme,Bachillerato,Mujer,28,No,Si,7,7,6,5,2,1,2,5,6,6,1,3,7,5,5,4,2,4,3,3,5,4,5,3,7,4,5,2,3,4
Poblado,Secundaria,Mujer,60,No,Si,6,6,6,5,5,4,5,4,5,4,5,5,6,6,4,4,5,3,4,4,5,3,4,4,4,4,4,4,4,3
Ciudad_pequeña,Universitaria,Mujer,62,No,Si,4,5,5,4,3,2,3,5,6,5,2,4,6,4,6,6,6,5,6,6,6,7,7,7,7,7,7,6,7,7
Ciudad_pequeña,Universitaria,Mujer,41,No,Si,5,5,5,4,3,3,5,6,5,6,4,5,4,5,6,6,6,5,5,5,5,5,5,4,6,4,5,6,6,6
Ciudad_enorme,Universitaria,Mujer,36,No,Si,5,2,6,3,2,1,1,2,6,3,1,5,2,2,4,5,4,6,6,6,5,4,6,5,4,5,5,5,5,5
Poblado,Bachillerato,Mujer,31,No,Si,4,4,4,4,4,4,3,4,4,4,3,4,4,4,5,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5
Ciudad_enorme,Universitaria,Mujer,27,No,Si,5,5,5,4,5,4,4,4,5,6,3,4,5,5,6,6,5,5,6,5,5,6,6,6,7,6,6,6,6,6
Poblado,Universitaria,Mujer,47,No,Si,3,3,3,7,6,6,7,7,6,7,6,6,7,6,1,1,1,4,3,1,1,1,1,6,1,6,2,1,1,1
Ciudad_mediana,Secundaria,Mujer,41,No,Si,3,4,4,3,2,2,3,4,4,4,3,4,4,3,5,4,3,5,5,5,4,4,4,5,6,5,6,5,5,5
Poblado,Universitaria,Mujer,66,No,Si,6,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,6,6,6,5,6,2,6,4,6
Ciudad_grande,Universitaria,Mujer,46,No,Si,6,6,6,4,4,5,4,5,4,6,4,4,5,4,7,6,6,5,5,5,6,6,6,5,5,5,5,6,6,6
Poblado,Secundaria,Mujer,33,No,Si,1,1,1,6,4,5,5,5,5,5,4,4,5,4,1,2,1,1,1,1,1,1,1,1,6,3,3,1,1,1
Ciudad_mediana,Secundaria,Mujer,24,No,Si,3,2,1,6,2,2,3,5,5,6,3,3,6,4,1,2,3,2,3,2,1,1,2,1,7,1,7,1,1,1
Poblado,Universitaria,Mujer,61,No,Si,5,5,5,4,4,4,4,3,5,5,3,5,5,4,6,6,6,5,5,5,5,5,5,5,5,5,6,5,5,6
